"ITTER107","Territory","TIPO_DATO5","Data type","AGRI_MADRE","Type of crop","TIME","Select time","Value","Flag Codes","Flags"
"ITC12","Vercelli","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",35733,"e","estimate data"
"ITC12","Vercelli","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",60896,,
"ITC12","Vercelli","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",65011,,
"ITC12","Vercelli","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",72845,,
"ITE1A","Grosseto","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",240,,
"ITE1A","Grosseto","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",220,"e","estimate data"
"ITD59","Rimini","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",405,,
"ITFG","Mezzogiorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",4741,,
"ITFG","Mezzogiorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",5368,,
"ITFG","Mezzogiorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",6088,,
"ITFG","Mezzogiorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",5883,,
"ITFG","Mezzogiorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",3357,,
"ITFG","Mezzogiorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",3185,,
"ITC42","Como","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",22950,,
"ITC42","Como","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",18000,,
"ITC42","Como","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",9800,,
"ITC42","Como","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",16440,,
"ITC42","Como","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",16600,,
"ITC42","Como","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",15225,,
"ITE44","Latina","ART","total area - hectares","SOYA","soya beans","2010","2010",22,,
"ITE44","Latina","ART","total area - hectares","SOYA","soya beans","2011","2011",23,,
"ITE44","Latina","ART","total area - hectares","SOYA","soya beans","2012","2012",22,,
"ITE44","Latina","ART","total area - hectares","SOYA","soya beans","2013","2013",20,,
"ITE44","Latina","ART","total area - hectares","SOYA","soya beans","2014","2014",19,,
"ITE44","Latina","ART","total area - hectares","SOYA","soya beans","2015","2015",18,,
"ITC1","Piemonte","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",148306,,
"ITC1","Piemonte","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",151926,,
"ITC1","Piemonte","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",214733,,
"ITC1","Piemonte","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",280174,,
"ITC1","Piemonte","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",392546,,
"ITC1","Piemonte","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",690176,,
"ITCD","Nord","ART","total area - hectares","SOYA","soya beans","2010","2010",158158,,
"ITCD","Nord","ART","total area - hectares","SOYA","soya beans","2011","2011",164563,,
"ITCD","Nord","ART","total area - hectares","SOYA","soya beans","2012","2012",152009,,
"ITCD","Nord","ART","total area - hectares","SOYA","soya beans","2013","2013",183176,,
"ITCD","Nord","ART","total area - hectares","SOYA","soya beans","2014","2014",231644,,
"ITCD","Nord","ART","total area - hectares","SOYA","soya beans","2015","2015",307752,,
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",980,"e","estimate data"
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",980,"e","estimate data"
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",240,,
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",300,,
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",240,,
"ITE43","Roma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",700,,
"ITC17","Asti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",8100,"e","estimate data"
"ITC17","Asti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",9587,"e","estimate data"
"ITC17","Asti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",14578,"e","estimate data"
"ITC17","Asti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",14260,,
"ITC17","Asti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",25550,,
"ITC17","Asti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",47451,,
"ITD58","Forlì-Cesena","ART","total area - hectares","SOYA","soya beans","2014","2014",30,,
"ITD58","Forlì-Cesena","ART","total area - hectares","SOYA","soya beans","2015","2015",30,,
"ITD4","Friuli-Venezia Giulia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1049514,,
"ITD4","Friuli-Venezia Giulia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",807129,,
"ITD4","Friuli-Venezia Giulia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1356094,,
"ITD4","Friuli-Venezia Giulia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1068255,,
"ITD4","Friuli-Venezia Giulia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1069699,,
"ITD4","Friuli-Venezia Giulia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",2917028,,
"ITD41","Pordenone","ART","total area - hectares","SOYA","soya beans","2010","2010",11536,"e","estimate data"
"ITD41","Pordenone","ART","total area - hectares","SOYA","soya beans","2011","2011",8500,"e","estimate data"
"ITD41","Pordenone","ART","total area - hectares","SOYA","soya beans","2012","2012",11278,"e","estimate data"
"ITD41","Pordenone","ART","total area - hectares","SOYA","soya beans","2013","2013",10438,,
"ITD41","Pordenone","ART","total area - hectares","SOYA","soya beans","2014","2014",10596,,
"ITD41","Pordenone","ART","total area - hectares","SOYA","soya beans","2015","2015",16628,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",10177,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",10522,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",6412,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",3610,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",11382,,
"ITE33","Macerata","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",8809,,
"ITE","Centro (I)","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",31965,,
"ITE","Centro (I)","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",30333,,
"ITE","Centro (I)","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",15075,,
"ITE","Centro (I)","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",17778,,
"ITE","Centro (I)","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",26267,,
"ITE","Centro (I)","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",27476,,
"ITF12","Teramo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1030,,
"ITF12","Teramo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",1110,,
"ITF12","Teramo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1095,,
"ITF12","Teramo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1125,,
"ITF12","Teramo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1050,,
"ITF12","Teramo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1000,,
"ITC14","Verbano-Cusio-Ossola","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",212,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",265,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",214,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",230,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",195,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",212,,
"ITC15","Novara","ART","total area - hectares","SOYA","soya beans","2010","2010",1412,"e","estimate data"
"ITC15","Novara","ART","total area - hectares","SOYA","soya beans","2011","2011",857,"e","estimate data"
"ITC15","Novara","ART","total area - hectares","SOYA","soya beans","2012","2012",1286,"e","estimate data"
"ITC15","Novara","ART","total area - hectares","SOYA","soya beans","2013","2013",700,,
"ITC15","Novara","ART","total area - hectares","SOYA","soya beans","2014","2014",1867,,
"ITC15","Novara","ART","total area - hectares","SOYA","soya beans","2015","2015",1950,,
"ITD43","Gorizia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",59350,"e","estimate data"
"ITD43","Gorizia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",62175,"e","estimate data"
"ITD43","Gorizia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",104463,"e","estimate data"
"ITD43","Gorizia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",75329,,
"ITD43","Gorizia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",59931,,
"ITD43","Gorizia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",363168,,
"ITC41","Varese","ART","total area - hectares","SOYA","soya beans","2010","2010",169,,
"ITC41","Varese","ART","total area - hectares","SOYA","soya beans","2011","2011",82,,
"ITC41","Varese","ART","total area - hectares","SOYA","soya beans","2012","2012",95,,
"ITC41","Varese","ART","total area - hectares","SOYA","soya beans","2013","2013",55,,
"ITC41","Varese","ART","total area - hectares","SOYA","soya beans","2014","2014",124,,
"ITC41","Varese","ART","total area - hectares","SOYA","soya beans","2015","2015",200,,
"ITD33","Belluno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",340,,
"ITD33","Belluno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",736,,
"ITD33","Belluno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",805,,
"ITD33","Belluno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",970,,
"ITD33","Belluno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",3150,,
"ITD33","Belluno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",6204,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1420,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",1300,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1000,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",1300,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1450,,
"ITE16","Livorno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1850,,
"ITF4","Puglia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",348,,
"ITF4","Puglia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",250,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",99,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",99,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",99,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",90,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",96,,
"ITE13","Pistoia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",95,"e","estimate data"
"ITE14","Firenze","ART","total area - hectares","SOYA","soya beans","2010","2010",63,,
"ITE14","Firenze","ART","total area - hectares","SOYA","soya beans","2011","2011",70,,
"ITE14","Firenze","ART","total area - hectares","SOYA","soya beans","2012","2012",5,,
"ITE14","Firenze","ART","total area - hectares","SOYA","soya beans","2013","2013",100,,
"ITE14","Firenze","ART","total area - hectares","SOYA","soya beans","2014","2014",110,,
"ITE14","Firenze","ART","total area - hectares","SOYA","soya beans","2015","2015",108,,
"ITF43","Taranto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",290,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1230,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2040,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1170,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",3600,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",2700,,
"ITC43","Lecco","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",5656,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",18250,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",11640,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",8880,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",11400,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",20820,,
"ITD52","Parma","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",34650,,
"ITE32","Ancona","ART","total area - hectares","SOYA","soya beans","2010","2010",95,,
"ITE32","Ancona","ART","total area - hectares","SOYA","soya beans","2011","2011",95,,
"ITE32","Ancona","ART","total area - hectares","SOYA","soya beans","2012","2012",40,,
"ITE32","Ancona","ART","total area - hectares","SOYA","soya beans","2013","2013",78,,
"ITE32","Ancona","ART","total area - hectares","SOYA","soya beans","2014","2014",64,,
"ITE32","Ancona","ART","total area - hectares","SOYA","soya beans","2015","2015",80,,
"ITD34","Treviso","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",213100,,
"ITD34","Treviso","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",507870,,
"ITD34","Treviso","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",342540,,
"ITD34","Treviso","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",350475,,
"ITD34","Treviso","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",713671,,
"ITD34","Treviso","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",622264,,
"ITC4A","Cremona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",199276,,
"ITC4A","Cremona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",245952,,
"ITC4A","Cremona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",145120,,
"ITC4A","Cremona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",171675,,
"ITC4A","Cremona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",262125,,
"ITC4A","Cremona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",299950,,
"ITC48","Pavia","ART","total area - hectares","SOYA","soya beans","2010","2010",4658,,
"ITC48","Pavia","ART","total area - hectares","SOYA","soya beans","2011","2011",4200,,
"ITC48","Pavia","ART","total area - hectares","SOYA","soya beans","2012","2012",4500,,
"ITC48","Pavia","ART","total area - hectares","SOYA","soya beans","2013","2013",7150,,
"ITC48","Pavia","ART","total area - hectares","SOYA","soya beans","2014","2014",7000,,
"ITC48","Pavia","ART","total area - hectares","SOYA","soya beans","2015","2015",8750,,
"ITE34","Ascoli Piceno","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",570,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",60920,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",85995,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",63900,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",66520,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",125055,,
"ITC47","Brescia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",185980,,
"ITD32","Vicenza","ART","total area - hectares","SOYA","soya beans","2010","2010",3050,,
"ITD32","Vicenza","ART","total area - hectares","SOYA","soya beans","2011","2011",4690,,
"ITD32","Vicenza","ART","total area - hectares","SOYA","soya beans","2012","2012",4690,,
"ITD32","Vicenza","ART","total area - hectares","SOYA","soya beans","2013","2013",4905,,
"ITD32","Vicenza","ART","total area - hectares","SOYA","soya beans","2014","2014",7850,,
"ITD32","Vicenza","ART","total area - hectares","SOYA","soya beans","2015","2015",10057,,
"IT108","Monza e della Brianza","ART","total area - hectares","SOYA","soya beans","2010","2010",343,,
"IT108","Monza e della Brianza","ART","total area - hectares","SOYA","soya beans","2011","2011",370,,
"IT108","Monza e della Brianza","ART","total area - hectares","SOYA","soya beans","2012","2012",335,,
"IT108","Monza e della Brianza","ART","total area - hectares","SOYA","soya beans","2013","2013",435,,
"IT108","Monza e della Brianza","ART","total area - hectares","SOYA","soya beans","2014","2014",524,,
"IT108","Monza e della Brianza","ART","total area - hectares","SOYA","soya beans","2015","2015",890,,
"IT108","Monza e della Brianza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",9033,,
"IT108","Monza e della Brianza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",9424,,
"IT108","Monza e della Brianza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",7138,,
"IT108","Monza e della Brianza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",9264,,
"IT108","Monza e della Brianza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",12698,,
"IT108","Monza e della Brianza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",20665,,
"IT108","Monza e della Brianza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",9033,,
"IT108","Monza e della Brianza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",9424,,
"IT108","Monza e della Brianza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",7138,,
"IT108","Monza e della Brianza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",9264,,
"IT108","Monza e della Brianza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",12698,,
"IT108","Monza e della Brianza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",20665,,
"IT109","Fermo","ART","total area - hectares","SOYA","soya beans","2015","2015",4,,
"IT109","Fermo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",160,,
"IT109","Fermo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",150,,
"IT110","Barletta-Andria-Trani","ART","total area - hectares","SOYA","soya beans","2010","2010",3,,
"IT110","Barletta-Andria-Trani","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",18,,
"IT110","Barletta-Andria-Trani","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",17,,
