"ITTER107","Territory","TIPO_DATO5","Data type","AGRI_MADRE","Type of crop","TIME","Select time","Value","Flag Codes","Flags"
"ITD52","Parma","ART","total area - hectares","SOYA","soya beans","2014","2014",630,,
"ITD52","Parma","ART","total area - hectares","SOYA","soya beans","2015","2015",1020,,
"ITD54","Modena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",55100,,
"ITD54","Modena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",39900,,
"ITD54","Modena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",21560,,
"ITD54","Modena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",28350,,
"ITD54","Modena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",56800,,
"ITD54","Modena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",93150,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",550,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",580,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",650,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",510,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",480,,
"ITE44","Latina","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",450,,
"ITCD","Nord","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",5500912,,
"ITCD","Nord","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",5705873,,
"ITCD","Nord","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",4206137,,
"ITCD","Nord","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",6352336,,
"ITCD","Nord","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",9547503,,
"ITCD","Nord","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",11346099,,
"ITE1","Toscana","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",8818,,
"ITE1","Toscana","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",8624,,
"ITE1","Toscana","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",2430,,
"ITE1","Toscana","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",8355,,
"ITE1","Toscana","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",10488,,
"ITE1","Toscana","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",10607,,
"ITE21","Perugia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",3120,,
"ITE21","Perugia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",3068,,
"ITE21","Perugia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1800,,
"ITE21","Perugia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",1900,,
"ITE21","Perugia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1712,,
"ITE21","Perugia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1830,,
"ITC47","Brescia","ART","total area - hectares","SOYA","soya beans","2010","2010",1863,,
"ITC47","Brescia","ART","total area - hectares","SOYA","soya beans","2011","2011",1810,,
"ITC47","Brescia","ART","total area - hectares","SOYA","soya beans","2012","2012",1650,,
"ITC47","Brescia","ART","total area - hectares","SOYA","soya beans","2013","2013",2700,,
"ITC47","Brescia","ART","total area - hectares","SOYA","soya beans","2014","2014",2830,,
"ITC47","Brescia","ART","total area - hectares","SOYA","soya beans","2015","2015",4930,,
"ITF6","Calabria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1223,,
"ITF6","Calabria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2034,,
"ITF6","Calabria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",3022,,
"ITF6","Calabria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",2700,,
"ITD41","Pordenone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",378951,"e","estimate data"
"ITD41","Pordenone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",280650,"e","estimate data"
"ITD41","Pordenone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",471533,"e","estimate data"
"ITD41","Pordenone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",377045,,
"ITD41","Pordenone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",388100,,
"ITD41","Pordenone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",848016,,
"ITD59","Rimini","ART","total area - hectares","SOYA","soya beans","2015","2015",15,,
"ITC49","Lodi","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",111600,,
"ITC49","Lodi","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",94000,,
"ITC49","Lodi","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",72000,,
"ITC49","Lodi","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",98000,,
"ITC49","Lodi","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",128115,,
"ITC49","Lodi","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",218970,,
"ITD58","Forlì-Cesena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",900,,
"ITD58","Forlì-Cesena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",750,,
"ITD42","Udine","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",611213,"e","estimate data"
"ITD42","Udine","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",461213,"e","estimate data"
"ITD42","Udine","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",774905,"e","estimate data"
"ITD42","Udine","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",615777,,
"ITD42","Udine","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",621560,,
"ITD42","Udine","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1690456,,
"ITE1A","Grosseto","ART","total area - hectares","SOYA","soya beans","2014","2014",12,,
"ITE1A","Grosseto","ART","total area - hectares","SOYA","soya beans","2015","2015",11,"e","estimate data"
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",6747,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",3273,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",3790,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",2085,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",4890,,
"ITC41","Varese","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",8217,,
"ITC15","Novara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",39604,"e","estimate data"
"ITC15","Novara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",24570,"e","estimate data"
"ITC15","Novara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",37360,"e","estimate data"
"ITC15","Novara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",23800,,
"ITC15","Novara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",63478,,
"ITC15","Novara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",62400,,
"ITC42","Como","ART","total area - hectares","SOYA","soya beans","2010","2010",510,,
"ITC42","Como","ART","total area - hectares","SOYA","soya beans","2011","2011",400,,
"ITC42","Como","ART","total area - hectares","SOYA","soya beans","2012","2012",245,,
"ITC42","Como","ART","total area - hectares","SOYA","soya beans","2013","2013",411,,
"ITC42","Como","ART","total area - hectares","SOYA","soya beans","2014","2014",415,,
"ITC42","Como","ART","total area - hectares","SOYA","soya beans","2015","2015",435,,
"ITD4","Friuli-Venezia Giulia","ART","total area - hectares","SOYA","soya beans","2010","2010",37879,,
"ITD4","Friuli-Venezia Giulia","ART","total area - hectares","SOYA","soya beans","2011","2011",28315,,
"ITD4","Friuli-Venezia Giulia","ART","total area - hectares","SOYA","soya beans","2012","2012",37569,,
"ITD4","Friuli-Venezia Giulia","ART","total area - hectares","SOYA","soya beans","2013","2013",34460,,
"ITD4","Friuli-Venezia Giulia","ART","total area - hectares","SOYA","soya beans","2014","2014",35042,,
"ITD4","Friuli-Venezia Giulia","ART","total area - hectares","SOYA","soya beans","2015","2015",58338,,
"ITE45","Frosinone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",280,,
"ITE45","Frosinone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",300,,
"ITE45","Frosinone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",300,,
"ITE45","Frosinone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",150,,
"ITE12","Lucca","ART","total area - hectares","SOYA","soya beans","2010","2010",5,,
"ITE12","Lucca","ART","total area - hectares","SOYA","soya beans","2011","2011",24,,
"ITE12","Lucca","ART","total area - hectares","SOYA","soya beans","2012","2012",5,,
"ITE12","Lucca","ART","total area - hectares","SOYA","soya beans","2013","2013",3,,
"ITE12","Lucca","ART","total area - hectares","SOYA","soya beans","2014","2014",6,,
"ITE12","Lucca","ART","total area - hectares","SOYA","soya beans","2015","2015",5,"e","estimate data"
"ITC48","Pavia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",162530,,
"ITC48","Pavia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",142350,,
"ITC48","Pavia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",124250,,
"ITC48","Pavia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",214500,,
"ITC48","Pavia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",221150,,
"ITC48","Pavia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",256100,,
"ITD51","Piacenza","ART","total area - hectares","SOYA","soya beans","2010","2010",1350,,
"ITD51","Piacenza","ART","total area - hectares","SOYA","soya beans","2011","2011",1190,,
"ITD51","Piacenza","ART","total area - hectares","SOYA","soya beans","2012","2012",950,,
"ITD51","Piacenza","ART","total area - hectares","SOYA","soya beans","2013","2013",1090,,
"ITD51","Piacenza","ART","total area - hectares","SOYA","soya beans","2014","2014",1670,,
"ITD51","Piacenza","ART","total area - hectares","SOYA","soya beans","2015","2015",1720,"e","estimate data"
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",2420,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2560,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1040,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",2020,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1430,,
"ITE32","Ancona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",3770,,
"ITC46","Bergamo","ART","total area - hectares","SOYA","soya beans","2010","2010",697,,
"ITC46","Bergamo","ART","total area - hectares","SOYA","soya beans","2011","2011",498,,
"ITC46","Bergamo","ART","total area - hectares","SOYA","soya beans","2012","2012",729,,
"ITC46","Bergamo","ART","total area - hectares","SOYA","soya beans","2013","2013",990,,
"ITC46","Bergamo","ART","total area - hectares","SOYA","soya beans","2014","2014",691,,
"ITC46","Bergamo","ART","total area - hectares","SOYA","soya beans","2015","2015",1557,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1800,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2200,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",170,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",3500,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",3800,,
"ITE14","Firenze","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",3733,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",450,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",500,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",500,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",470,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",450,,
"ITE44","Latina","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",425,,
"ITCD","Nord","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",5487835,,
"ITCD","Nord","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",5610680,,
"ITCD","Nord","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",4200135,,
"ITCD","Nord","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",6219935,,
"ITCD","Nord","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",9301775,,
"ITCD","Nord","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",11139160,,
"ITD57","Ravenna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",46912,,
"ITD57","Ravenna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",23784,,
"ITD57","Ravenna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",7480,,
"ITD57","Ravenna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",22800,,
"ITD57","Ravenna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",22640,,
"ITD57","Ravenna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",31250,,
"ITE2","Umbria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",3120,,
"ITE2","Umbria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",3068,,
"ITE2","Umbria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1800,,
"ITE2","Umbria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",1900,,
"ITE2","Umbria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1712,,
"ITE2","Umbria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1830,,
"ITE19","Siena","ART","total area - hectares","SOYA","soya beans","2010","2010",10,,
"ITE19","Siena","ART","total area - hectares","SOYA","soya beans","2011","2011",9,,
"ITE19","Siena","ART","total area - hectares","SOYA","soya beans","2012","2012",11,,
"ITE19","Siena","ART","total area - hectares","SOYA","soya beans","2014","2014",7,,
"ITE19","Siena","ART","total area - hectares","SOYA","soya beans","2015","2015",8,,
"ITD32","Vicenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",104600,,
"ITD32","Vicenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",180120,,
"ITD32","Vicenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",192290,,
"ITD32","Vicenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",170274,,
"ITD32","Vicenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",307367,,
"ITD32","Vicenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",316946,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",4200,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",3520,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",300,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1175,,
"ITE18","Arezzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1098,,
"ITE42","Rieti","ART","total area - hectares","SOYA","soya beans","2010","2010",70,,
"ITE42","Rieti","ART","total area - hectares","SOYA","soya beans","2011","2011",50,,
"ITE42","Rieti","ART","total area - hectares","SOYA","soya beans","2012","2012",30,,
"ITE42","Rieti","ART","total area - hectares","SOYA","soya beans","2013","2013",20,,
"ITE42","Rieti","ART","total area - hectares","SOYA","soya beans","2014","2014",10,,
"ITE42","Rieti","ART","total area - hectares","SOYA","soya beans","2015","2015",10,,
"IT","Italy","ART","total area - hectares","SOYA","soya beans","2010","2010",159511,,
"IT","Italy","ART","total area - hectares","SOYA","soya beans","2011","2011",165955,,
"IT","Italy","ART","total area - hectares","SOYA","soya beans","2012","2012",152993,,
"IT","Italy","ART","total area - hectares","SOYA","soya beans","2013","2013",184146,,
"IT","Italy","ART","total area - hectares","SOYA","soya beans","2014","2014",232867,,
"IT","Italy","ART","total area - hectares","SOYA","soya beans","2015","2015",308979,,
"ITC4","Lombardia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1023809,,
"ITC4","Lombardia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",1143828,,
"ITC4","Lombardia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",783475,,
"ITC4","Lombardia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1079108,,
"ITC4","Lombardia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1513065,,
"ITC4","Lombardia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",2066938,,
"ITD41","Pordenone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",378951,"e","estimate data"
"ITD41","Pordenone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",280650,"e","estimate data"
"ITD41","Pordenone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",471533,"e","estimate data"
"ITD41","Pordenone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",377045,,
"ITD41","Pordenone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",388100,,
"ITD41","Pordenone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",848016,,
"ITD58","Forlì-Cesena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",900,,
"ITD58","Forlì-Cesena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",750,,
"ITD37","Rovigo","ART","total area - hectares","SOYA","soya beans","2010","2010",15400,,
"ITD37","Rovigo","ART","total area - hectares","SOYA","soya beans","2011","2011",15000,,
"ITD37","Rovigo","ART","total area - hectares","SOYA","soya beans","2012","2012",13700,,
"ITD37","Rovigo","ART","total area - hectares","SOYA","soya beans","2013","2013",19966,,
"ITD37","Rovigo","ART","total area - hectares","SOYA","soya beans","2014","2014",25450,,
"ITD37","Rovigo","ART","total area - hectares","SOYA","soya beans","2015","2015",26931,,
"ITF1","Abruzzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",3220,,
"ITF1","Abruzzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",3180,,
"ITF1","Abruzzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",3075,,
"ITF1","Abruzzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",3185,,
"ITF1","Abruzzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",3360,,
"ITF1","Abruzzo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",3187,,
"ITD53","Reggio nell'Emilia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",22410,,
"ITD53","Reggio nell'Emilia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",21400,,
"ITD53","Reggio nell'Emilia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",11860,,
"ITD53","Reggio nell'Emilia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",19000,,
"ITD53","Reggio nell'Emilia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",29800,,
"ITD53","Reggio nell'Emilia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",47120,,
"ITE31","Pesaro e Urbino","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",3600,,
"ITE31","Pesaro e Urbino","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",2640,,
"ITE31","Pesaro e Urbino","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1760,,
"ITE31","Pesaro e Urbino","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",273,,
"ITE31","Pesaro e Urbino","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",375,,
"ITF11","L'Aquila","ART","total area - hectares","SOYA","soya beans","2010","2010",5,,
"ITF11","L'Aquila","ART","total area - hectares","SOYA","soya beans","2011","2011",5,,
"ITF11","L'Aquila","ART","total area - hectares","SOYA","soya beans","2012","2012",5,"e","estimate data"
"ITF11","L'Aquila","ART","total area - hectares","SOYA","soya beans","2013","2013",7,,
"ITF11","L'Aquila","ART","total area - hectares","SOYA","soya beans","2014","2014",7,,
"ITF11","L'Aquila","ART","total area - hectares","SOYA","soya beans","2015","2015",7,,
"ITC13","Biella","ART","total area - hectares","SOYA","soya beans","2010","2010",112,"e","estimate data"
"ITC13","Biella","ART","total area - hectares","SOYA","soya beans","2011","2011",519,"e","estimate data"
"ITC13","Biella","ART","total area - hectares","SOYA","soya beans","2012","2012",290,"e","estimate data"
"ITC13","Biella","ART","total area - hectares","SOYA","soya beans","2013","2013",410,,
"ITC13","Biella","ART","total area - hectares","SOYA","soya beans","2014","2014",539,,
"ITC13","Biella","ART","total area - hectares","SOYA","soya beans","2015","2015",875,,
"ITF13","Pescara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1664,,
"ITF13","Pescara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",1513,,
"ITF13","Pescara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1511,,
"ITF13","Pescara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",1518,,
"ITF13","Pescara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1757,,
"ITF13","Pescara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1625,,
"ITD5","Emilia-Romagna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",858587,,
"ITD5","Emilia-Romagna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",761904,,
"ITD5","Emilia-Romagna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",282180,,
"ITD5","Emilia-Romagna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",682082,,
"ITD5","Emilia-Romagna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1112463,,
"ITD5","Emilia-Romagna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1073332,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",6669,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",3273,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",3790,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",2085,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",4890,,
"ITC41","Varese","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",8217,,
"ITC15","Novara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",39604,"e","estimate data"
"ITC15","Novara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",24570,"e","estimate data"
"ITC15","Novara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",37360,"e","estimate data"
"ITC15","Novara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",23800,,
"ITC15","Novara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",63478,,
"ITC15","Novara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",62400,,
"ITD31","Verona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",247900,,
"ITD31","Verona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",260295,,
"ITD31","Verona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",182207,,
"ITD31","Verona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",305780,,
"ITD31","Verona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",540000,,
"ITD31","Verona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",454410,,
"ITE3","Marche","ART","total area - hectares","SOYA","soya beans","2010","2010",582,,
"ITE3","Marche","ART","total area - hectares","SOYA","soya beans","2011","2011",638,,
"ITE3","Marche","ART","total area - hectares","SOYA","soya beans","2012","2012",434,,
"ITE3","Marche","ART","total area - hectares","SOYA","soya beans","2013","2013",236,,
"ITE3","Marche","ART","total area - hectares","SOYA","soya beans","2014","2014",484,,
"ITE3","Marche","ART","total area - hectares","SOYA","soya beans","2015","2015",478,,
"ITF11","L'Aquila","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",150,,
"ITF11","L'Aquila","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",150,,
"ITF11","L'Aquila","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",120,"e","estimate data"
"ITF11","L'Aquila","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",200,,
"ITF11","L'Aquila","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",190,,
"ITF11","L'Aquila","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",200,,
"ITC13","Biella","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",5217,"e","estimate data"
"ITC13","Biella","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",14265,"e","estimate data"
"ITC13","Biella","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",5500,"e","estimate data"
"ITC13","Biella","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",10660,,
"ITC13","Biella","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",14022,,
"ITC13","Biella","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",22740,,
